PMID,GSE_ID,Title,Experiment Type,Summary,Organism,Overall Design
29794063,200088798,Time-resolved transcriptome analysis with genetic perturbations reveals a critical time window for effective plant immunity,Expression profiling by high throughput sequencing,"Pathogen invasion in plants is associated with transcriptional reprogramming. Enigmatically, plants induce similar transcriptome responses upon infection by virulent or avirulent pathogens. This renders the importance of transcriptional reprogramming for immunity obscure. Here, using RNA-seq, we generate time-series transcriptome data coupled with genetic perturbations to reveal temporal dynamics upon infection by virulent or avirulent strains of a bacterial pathogen, Pseudomonas syringae, in Arabidopsis thaliana. Fast and sustained transcriptional reprogramming occurs upon infection with avirulent strains while virulent strain infection leads to a slower response with comparable gene expression patterns and magnitudes. Importantly, transcriptome analysis of resistant and susceptible mutants responding to avirulent strains links delayed transcriptional reprogramming to compromised immunity. Taken together, our results pinpoint the early critical time window of transcriptional reprogramming for establishing effective immunity against the bacterial pathogen.",Arabidopsis thaliana,N/A
25939354,200066017,Effect of Chromomethylase-2 and Dicer-like-3 knockouts on DNA methylation,Methylation profiling by high throughput sequencing,Whole genome bisulfite sequencing was performed on Chromomethylase-2 and Dicer-like-3 knockout mutants in order to confirm the results from genome wide association mapping and to identify the respective genomic regions that they target.,Arabidopsis thaliana,N/A
25939354,200065685,Population epigenomics of Swedish Arabidopsis,Methylation profiling by high throughput sequencing,"Plants display remarkable developmental and phenotypic plasticity in order to adapt to their environment. It has long been postulated that epigenetics plays a key role in these processes, but with one or two exceptions, solid evidence for the role of epigenetic variation in these processes is lacking. A key impediment to understanding these processes is the lack of information on the extent of epigenetic variation and how it relates to genetic and phenotypic variation in natural population, both over the lifecycle of an individual, and over evolutionary time. Here we show that genetic variants under selection in the north of Sweden appear to drive variation in DNA methylation, which in turn is highly correlated with local climate. Selective sweeps and genetic variants associated with adaptation to the local environment have previously been identified within the Swedish Arabidopsis population. Our finding that they harbour variants responsible for climate associated epigenetic variation strongly supports the role of epigenetic processes in local adaptation. These findings provide a basis for further dissecting the role of epigenetics in local adaptation at the molecular level",Arabidopsis thaliana,N/A
25939354,200054680,DNA methylation variation in Arabidopsis has a genetic basis and appears to be involved in local adaptation,Expression profiling by high throughput sequencing,"We investigated DNA methylation variation in Swedish Arabidopsis thaliana accessions. We found that methylation of transposable elements is temperature sensitive and associated with genetic polymorphism in both cis and trans, whereas gene body methylation is associated with genetic polymorphism in trans. Additionally, complementary RNA-Seq data for the Arabidopsis accessions were used to correlate methylation changes with gene expression across environments.",Arabidopsis thaliana,N/A
25939354,200054292,DNA methylation variation in Arabidopsis has a genetic basis and appears to be involved in local adaptation,Methylation profiling by high throughput sequencing,"Here we investigate DNA methylation variation in Swedish Arabidopsis thaliana accessions, demonstrating that methylation of transposable elements is temperature sensitive and associated with genetic polymorphism in both cis and trans, whereas gene body methylation is highly correlated with climate of origin and associated with genetic polymorphism in trans that shows evidence of local adaptation. While genome-wide surveys of naturally occurring DNA methylation have been published previously, the degree of genetic control revealed here is unprecedented. Furthermore, the observation that DNA methylation is associated with climate, and is apparently adaptively important, is completely novel.",Arabidopsis thaliana,N/A
30322904,200087162,RNA-seq of Solanum lycopersicum cv. M82 and S. pennellii introgression line 3-5 day old root tip tissue,Expression profiling by high throughput sequencing,"The goal of this study was to perform RNA-seq expression analysis on Solanum lycopersicum cv. M82 X S. pennellii introgression lines, deriving expression Quantitative Trait Loci which were analyzed together with pre-existing genomic and phenotypic data to define genes and regulatory pathways controlling tomato root development and observed natural variation. We completed the RNAseq expression profiling analysis and developed a tool to display this information graphically in collaboration with Nicholas Provart at the University of Toronto: http://bar.utoronto.ca/efp_tomato/cgi-bin/efpWeb.cgi?dataSource=ILs_Root_Tip_Brady_Lab To identify candidate genes and pathways we focussed on one root growth trait, root growth angle, and identified two statistically significant genomic regions within tomato root growth angle QTL containing two candidate genes that likely control the gravitropic setpoint angle (CDC73 and PAP27), both of which are conserved between Arabidopsis and tomato, and which we tested using transgenic lines of the Arabidopsis orthologs. A possible regulatory role for suberin in root growth angle control was also identified.",Solanum lycopersicum; Solanum lycopersicum x Solanum pennellii; Solanum pennellii,N/A
36879017,200197063,A gene silencing screen uncovers diverse tools for targeted gene repression in Arabidopsis,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing,"DNA methylation has been utilized for target gene silencing in plants, however it’s not well-understood whether other silencing pathways can be also used to manipulate gene expression. Here we performed a gain-of-function screen for proteins that could silence a target gene when fused to an artificial zinc finger. We uncovered many proteins that suppressed gene expression through DNA methylation, histone H3K27me3 deposition, H3K4me3 demethylation, histone deacetylation, inhibition of RNA Polymerase II transcription elongation or Ser-5 dephosphorylation. These proteins also silenced many other genes with different efficacy, and a machine learning model could accurately predict the efficacy of each silencer based on various chromatin features of the target loci. Furthermore, some proteins were also able to target gene silencing when used in a dCas9-SunTag system. These results provide a more comprehensive understanding of epigenetic regulatory pathways in plants and provide an armament of tools for targeted gene manipulation.",Arabidopsis thaliana,N/A
35419551,200140493,Multi-omic profiling of single nuclei uncovers regulatory diversity of brain cell types and diseases,Genome binding/occupancy profiling by high throughput sequencing; Methylation profiling by high throughput sequencing; Expression profiling by high throughput sequencing,"Most existing single-cell techniques can only make one type of molecular measurements. Although computational approaches have been developed to integrate single-cell datasets, their efficacy still needs to be determined with reference to authentic single-cell multi-omic profiles. To address this challenge, we devised single-nucleus methylCytosine, Chromatin accessibility and Transcriptome sequencing (snmC2T-seq) and applied the approach to post-mortem human frontal cortex tissue. We developed a computational framework to evaluate the quality of finely defined cell types using multi-modal information and validated the efficacy of computational multi-omic integration methods. Correlation analysis in individual cells revealed gene groups showing distinct relations between methylation and expression. Integration of snmC2T-seq with other multi- and single- modal datasets enabled joint analyses of the methylome, chromatin accessibility, transcriptome, and chromatin architecture for 63 human cortical cell types. We reconstructed the regulatory lineage of these cortical cell types and found pronounced cell-type-specific enrichment of disease risks for neuropsychiatric traits, predicting causal cell types that can be targeted for treatment.",Homo sapiens,N/A
35419551,200130711,Simultaneous profiling of 3D genome structure and DNA methylation in single human cells,Methylation profiling by high throughput sequencing; Other,"Dynamic 3D chromatin conformation is a critical mechanism for gene regulation during development and disease. Despite this, profiling of 3D genome structure from complex tissues with cell-type specific resolution remains challenging. Recent efforts have demonstrated that cell-type specific epigenomic features can be resolved in complex tissues using single-cell assays. However, it remains unclear whether single-cell Chromatin Conformation Capture (3C) or Hi-C profiles can effectively identify cell types and reconstruct cell-type specific chromatin conformation maps. To address these challenges, we have developed single-nucleus methyl-3C sequencing (sn-m3C-seq) to capture chromatin organization and DNA methylation information and robustly separate heterogeneous cell types. Applying this method to >4,200 single human brain prefrontal cortex cells, we reconstruct cell-type specific chromatin conformation maps from 14 cortical cell types. These datasets reveal the genome-wide association between cell-type specific chromatin conformation and differential DNA methylation, suggesting pervasive interactions between epigenetic processes regulating gene expression.",Homo sapiens,N/A
35419551,200097179,Single Cell Methylome Signatures Reveal Distinct Neuronal Populations and Regulatory Elements in the Mammalian Cortex,Methylation profiling by high throughput sequencing; Other,"The mammalian brain contains diverse neuron cell types with distinct physiological, morphological and molecular characteristics. However, a comprehensive assessment of the epigenetically distinct neuronal classes is currently missing. Cytosine DNA methylation is a stable epigenetic mark that distinguishes neuron types and marks gene regulatory elements. We developed an efficient single-nucleus methylome sequencing approach that allows robust high-throughput neuron-type classification. We generated >6,000 single-nucleus methylomes and identified 16 mouse and 21 human neuronal subpopulations in the frontal cortex. Both CG and non-CG methylation exhibited cell type-specific distributions that recapitulate and extend findings from single neuron transcriptome profiling. Moreover, we found approximately 500,000 neuron-type-specific regulatory elements showing strong differential methylation in mouse and human cortex. Distinct methylation signatures identified an unique human Parvalbumin-expressing inhibitory sub-type and a layer 6 specific excitatory sub-type in mouse. Comparative epigenomic analysis showed stronger conservation of gene regulatory elements in inhibitory compared with excitatory neurons. These findings demonstrate the utility of single nucleus methylome profiling for both expanding the atlas of brain cell types and identifying regulatory elements that potentially drive these differences.",Mus musculus; Homo sapiens,N/A
31501549,200130711,Simultaneous profiling of 3D genome structure and DNA methylation in single human cells,Methylation profiling by high throughput sequencing; Other,"Dynamic 3D chromatin conformation is a critical mechanism for gene regulation during development and disease. Despite this, profiling of 3D genome structure from complex tissues with cell-type specific resolution remains challenging. Recent efforts have demonstrated that cell-type specific epigenomic features can be resolved in complex tissues using single-cell assays. However, it remains unclear whether single-cell Chromatin Conformation Capture (3C) or Hi-C profiles can effectively identify cell types and reconstruct cell-type specific chromatin conformation maps. To address these challenges, we have developed single-nucleus methyl-3C sequencing (sn-m3C-seq) to capture chromatin organization and DNA methylation information and robustly separate heterogeneous cell types. Applying this method to >4,200 single human brain prefrontal cortex cells, we reconstruct cell-type specific chromatin conformation maps from 14 cortical cell types. These datasets reveal the genome-wide association between cell-type specific chromatin conformation and differential DNA methylation, suggesting pervasive interactions between epigenetic processes regulating gene expression.",Homo sapiens,N/A
31501549,200124391,Single-cell multi-omic profiling of chromatin conformation and DNA methylome,Methylation profiling by high throughput sequencing; Other,"Recent advances in the development of single cell epigenomic assays have facilitated the analysis of the gene regulatory landscapes in complex biological systems. Single-cell variations of methods such as DNA methylation-sequencing and ATAC-seq hold tremendous promise for delineating distinct cell types and identifying their critical cis-regulatory sequences. Emerging evidence in recent years has shown that in addition to cis-regulatory sequences, dynamic regulation of 3D chromatin conformation is a critical mechanism for the modulation of gene expressions during development and disease. While assays for the investigation of single-cell 3D chromatin structure have been developed, cell-type specific chromatin conformation in primary human tissues has not been extensively explored. It remains unclear whether single-cell Chromatin Conformation Capture (3C) or Hi-C profiles are suitable for cell type identification and allow the reconstruction of cell-type specific chromatin conformation maps. To address these challenges, we have developed a multi-omic method single-nucleus methyl-3C sequencing (sn-m3C) to profile chromatin conformation and DNA methylation from the same cell. We have shown that bulk m3C and sn-m3C accurately capture chromatin organization information and robustly separate mouse cell types. We have developed a fluorescent-activated nuclei sorting strategy based on DNA content that eliminates nuclei multiplets caused by crosslinking. The sn-m3C-seq method allows high-resolution cell-type classification using two orthogonal types of epigenomic information and the reconstruction of cell-type specific chromatin conformation maps.",Homo sapiens; Mus musculus,N/A
23042784,200040539,Genome-wide DNA hydroxymethylation changes are associated with neurodevelopmental genes in the developing human brain,Methylation profiling by high throughput sequencing,"5-hydroxymethylcytosine (5-hmC) is a newly discovered modified form of cytosine that has been suspected to be an important epigenetic modification in neurodevelopment. While DNA methylation dynamics have already been implicated during neurodevelopment, little is known about hydroxymethylation in this process. Here we report DNA hydroxymethylation dynamics during cerebellum development in the human brain. Overall, we find a positive correlation between 5-hmC levels and cerebellum development. Genome-wide profiling reveals that 5-hmC is highly enriched on specific gene regions, including exons and especially the untranslated regions (UTRs), but it is depleted on introns and intergenic regions. Furthermore, we have identified fetus-specific and adult-specific differentially hydroxymethylated regions (DhMRs), most of which overlap with genes and CpG island shores. Surprisingly, during development DhMRs are highly enriched in genes encoding mRNAs that can be regulated by fragile X mental retardation protein (FMRP), some of which are disrupted in autism, as well as in many known autism genes. Our results suggest that 5-hmC-mediated epigenetic regulation may broadly impact the development of the human brain, and its dysregulation could contribute to the molecular pathogenesis of neurodevelopmental disorders.",Homo sapiens,N/A
22219169,200034429,Expression and DNA methylation of colon cancer cell lines,Expression profiling by array; Methylation profiling by genome tiling array,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,N/A
22219169,200034427,DNA methylation analysis of Colon Cancer cell line SW48,Methylation profiling by genome tiling array,We combined gene expression experiments in response to HDAC inhibitor Depsipeptide with DNA methylation level to assess gene reactivation arising from hypermethylated promoters.,Homo sapiens,N/A
22219169,200034077,Colon Cancer cell line YB5 untreated cells vs YB5 treated 24h with Depsipeptide at 20 nM,Expression profiling by array,Study the effect of HDACi Depsipeptide on gene expression. We combined these data with whole genome DNA methylation microarray to test the reactivation of genes that have an hypermethylated promoter region.,Homo sapiens,N/A
20670891,200022872,Human LSD2/KDM1b/AOF1 regulates gene transcription by modulating H3K4me2 methylation,Genome binding/occupancy profiling by genome tiling array; Expression profiling by array,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,N/A
20670891,200022870,Human LSD2/KDM1b/AOF1 regulates gene transcription by modulating intragenic H3K4me2 methylation (ChIP-chip),Genome binding/occupancy profiling by genome tiling array,"Dynamic histone H3K4 methylation is an important epigenetic component of transcriptional regulation. However, most of our current understanding of this histone mark is confined to regulation of transcriptional initiation. We now show that human LSD2/KDM1b/AOF1, the human homolog of LSD1, is a novel H3K4me1/2 demethylase that specifically regulates histone H3K4 methylation within intragenic regions of its target genes. Genome-wide mapping reveals that LSD2 associates predominantly with the gene bodies of actively transcribed genes, but is markedly absent from promoters. Depletion of endogenous LSD2 results in an increase of H3K4me2 as well as a decrease of H3K9me2 at LSD2 binding sites, and a consequent dysregulation of target gene transcription. Furthermore, characterization of LSD2 complex revealed that LSD2 forms active complexes with euchromatic histone methyltransferases EHMT1/2 and NSD3 as well as cellular factors involved in active transcription elongation. These data provide a possible molecular mechanism linking LSD2 to transcriptional regulation post initiation.",Homo sapiens,N/A
20670891,200022859,Human LSD2/KDM1b/AOF1 regulates gene transcription by modulating H3K4me2 methylation (Affymetrix),Expression profiling by array,"Dynamic histone H3K4 methylation is an important epigenetic component of transcriptional regulation. However, most of our current understanding of this histone mark is confined to regulation of transcriptional initiation. We now show that human LSD2/KDM1b/AOF1, the human homolog of LSD1, is a novel H3K4me1/2 demethylase that specifically regulates histone H3K4 methylation within intragenic regions of its target genes. Genome-wide mapping reveals that LSD2 associates predominantly with the gene bodies of actively transcribed genes, but is markedly absent from promoters. Depletion of endogenous LSD2 results in an increase of H3K4me2 as well as a decrease of H3K9me2 at LSD2 binding sites, and a consequent dysregulation of target gene transcription. Furthermore, characterization of LSD2 complex revealed that LSD2 forms active complexes with euchromatic histone methyltransferases EHMT1/2 and NSD3 as well as cellular factors involved in active transcription elongation. These data provide a possible molecular mechanism linking LSD2 to transcriptional regulation post initiation. We used microarray analysis to identify the subset of genes that are differentially expression after depletion of endogenous LSD2/KDM1b/AOF1.",Homo sapiens,N/A
20385583,200021662,A tripartite paternally methylated region within the Gpr1-Zdbf2 imprinted domain on mouse chromosome 1 identified by meDIP-on-chip,Methylation profiling by genome tiling array,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens; Mus musculus,N/A
20385583,200018178,Methylation status in human sperm,Methylation profiling by genome tiling array,Genomic imprinting describes the expression of a subset of mammalian genes from one parental chromosome. The parent-of-origin specific expression of imprinted genes relies on DNA methylation of CpG-dinucleotides at differentially methylated regions (DMRs) during gametogenesis. We identified the paternally methylated DMR at human chromosome 2 near the imprinted ZDBF2 gene using a methylated-DNA immunoprecipitation-on-chip (meDIP-on-chip) method applied to DNA from sperm.,Homo sapiens,N/A
20385583,200018126,Methylation status in AG- and PG-derived cells and sperm,Methylation profiling by genome tiling array,Genomic imprinting describes the expression of a subset of mammalian genes from one parental chromosome. The parent-of-origin specific expression of imprinted genes relies on DNA methylation of CpG-dinucleotides at differentially methylated regions (DMRs) during gametogenesis. We identified the paternally methylated DMRs at mouse chromosome 1 near the imprinted Zdbf2 gene using a methylated-DNA immunoprecipitation-on-chip (meDIP-on-chip) method applied to DNA from parthenogenetic (PG)- and androgenetic (AG)-derived cells and sperm.,Mus musculus,N/A
19723310,200017554,Nucleosome deposition and DNA methylation at coding region boundaries,Methylation profiling by high throughput sequencing,"We profiled CpG methylation for human T cells and compared this pattern with public T cell nucleosome (H2A.Z) and polymerase II profiles (SRA000234). Focusing on DNA regions surrounding the start codon and stop codon, instead of the transcription start and end sites, we discovered a very intriguing pattern, namely methylation and nucleosomal peaks at those regions, more prominent than peaks near transcript boundaries. Elongating polymerases tend to pause near both coding ends immediately upstream of the epigenetic peaks, causing a significant reduction in elongation efficiency, suggesting their role in control of RNA splicing. Conserved features in underlying protein coding sequences seem to dictate their evolutionary conservation across multiple species. The nucleosomal and methylation marks are commonly associated with high sequence-encoded DNA-bending propensity but differentially with CpG density. Keywords: Epigenetics",Homo sapiens,N/A
20602769,200017554,Nucleosome deposition and DNA methylation at coding region boundaries,Methylation profiling by high throughput sequencing,"We profiled CpG methylation for human T cells and compared this pattern with public T cell nucleosome (H2A.Z) and polymerase II profiles (SRA000234). Focusing on DNA regions surrounding the start codon and stop codon, instead of the transcription start and end sites, we discovered a very intriguing pattern, namely methylation and nucleosomal peaks at those regions, more prominent than peaks near transcript boundaries. Elongating polymerases tend to pause near both coding ends immediately upstream of the epigenetic peaks, causing a significant reduction in elongation efficiency, suggesting their role in control of RNA splicing. Conserved features in underlying protein coding sequences seem to dictate their evolutionary conservation across multiple species. The nucleosomal and methylation marks are commonly associated with high sequence-encoded DNA-bending propensity but differentially with CpG density. Keywords: Epigenetics",Homo sapiens,N/A
26566685,200072698,Site-specific methylation and acetylation of lysine residues in the C-terminal domain (CTD) of RNA polymerase II,Genome binding/occupancy profiling by high throughput sequencing,"Dynamic modification of the carboxy-terminal domain (CTD) of RNA polymerase II (RNAPII) regulates transcription-coupled processes in eukaryotes. The CTD in mammals is composed of 52 heptad-repeats with the consensus sequence Y1-S2-P3-T4-S5-P6-S7. Repeats in the distal part of CTD deviate from the consensus sequence and have frequently replaced serine at position 7 by lysine residues (K7). Mass spectrometry analysis revealed modification of K7 residues in heptad-repeats 39, 42, and 47/49 by acetylation and in heptad-repeats 38, 39, 40, 42, and 47/49 by mono-, di-, or trimethylation. Notably, acetylated as well as di- and tri-methylated K7 residues were found exclusively in phosphorylated CTD peptides, while mono-methylated K7 residues occurred also in non-phosphorylated CTD peptides. Methylation of K7 residues was further studied with the monoclonal antibody (mAb) 1F5, which recognizes mono- and di-methylated K7 in CTD. ChIP experiments revealed high levels of K7 methylation at the transcriptional start site of genes. The low levels of K7 methylation in the body of genes results from impairment of epitope recognition in hyper-phosphorylated CTD by mAb 1F5. In agreement with this notion, phosphatase treatment of hyper-phosphorylated CTD or treatment of cells with kinase inhibitor flavopiridol restored the reactivity of mAb 1F5 towards methylated K7 residues in CTD. We conclude that methylation and acetylation of K7 residues further expand the mammalian CTD code and potentially contribute to regulation of gene expression.",Homo sapiens,N/A
38030723,200231588,BL6Mousei: MSL2 is an allelic dosage sensor in mammals,Expression profiling by high throughput sequencing,"Allele-specific gene expression have been observed in genomic imprinting, X chromosome inactivation, allelic exclusion of immunoglobulin loci and non-canonical random monoallelic expression. Here we show that MSL2 can regulate allele specific gene expression and we elucidate its mechanism of action. MSL2 is known to regulate gene dosage up to two fold in drosophila and mammals. In addition to its canonical role as a milder modulator, we found that the loss of MSL2 switches off gene expression completely in an allele specific way and results in biallelic to monoallelic gene expression, which will be ignored as classical down regulated genes without applying the mouse hybrid F1 system. It indicates that MSL2 can activate the expression of the allele which is otherwise inactive intrinsically. We further found this is achieved by the interplay between MSL and KANSL complex. MSL2 acts as a methylation-insensitive factor, which can prevent DNA methylation of the inactive allele, thus facilitating occupancy of methylation-sensitive factor KANSL3 and activating the gene expression. The novel mechanism of MSL2 provides a safeguarding system to warrant biallelic gene expression of intrinsically monoallelic expressed genes including X-inactivated and imprinting genes. These genes are further discovered as sex bias genes such as X-inactivation escaped genes (escapees) are expressed higher in females. Furthermore, the biallelic expression of MSL2 regulated escapees may protect females from single loss of function mutation and contribute to male severer or predominance neurodevelopmental diseases.",Mus musculus,N/A
38030723,200227741,CaBlCaXi: MSL2 is an allelic dosage sensor in mammals,Expression profiling by high throughput sequencing,"Allele-specific gene expression have been observed in genomic imprinting, X chromosome inactivation, allelic exclusion of immunoglobulin loci and non-canonical random monoallelic expression. Here we show that MSL2 can regulate allele specific gene expression and we elucidate its mechanism of action. MSL2 is known to regulate gene dosage up to two fold in drosophila and mammals. In addition to its canonical role as a milder modulator, we found that the loss of MSL2 switches off gene expression completely in an allele specific way and results in biallelic to monoallelic gene expression, which will be ignored as classical down regulated genes without applying the mouse hybrid F1 system. It indicates that MSL2 can activate the expression of the allele which is otherwise inactive intrinsically. We further found this is achieved by the interplay between MSL and KANSL complex. MSL2 acts as a methylation-insensitive factor, which can prevent DNA methylation of the inactive allele, thus facilitating occupancy of methylation-sensitive factor KANSL3 and activating the gene expression. The novel mechanism of MSL2 provides a safeguarding system to warrant biallelic gene expression of intrinsically monoallelic expressed genes including X-inactivated and imprinting genes. These genes are further discovered as sex bias genes such as X-inactivation escaped genes (escapees) are expressed higher in females. Furthermore, the biallelic expression of MSL2 regulated escapees may protect females from single loss of function mutation and contribute to male severer or predominance neurodevelopmental diseases.",Mus musculus,N/A
38030723,200183766,CaBl: MSL2 is an allelic dosage sensor in mammals,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Methylation profiling by high throughput sequencing,"Biallelic expression is important to ensure adequate mRNA levels as well as protect cells from deleterious heterozygous mutations. However, the factors determining biallelic expression at individual gene loci are unknown. Deletion of the MSL complex component MSL2 in hybrid mouse NPCs uncovers an unprecedented function for MSL2 in allelic regulation. While biallelically expressed in wildtype NPCs, a class of MSL2 targets switches from bi to monoallelic expression upon MSL2 loss. The silenced allele loses nascent transcription, accompanied by dramatic changes in local chromatin landscape such as monoallelic gain of H3K27me3 and DNA methylation. Meanwhile, active histone modifications, RNA POL II, BRD4 and KANSL3 are retained on the active allele. MSL2 targets include several sex-biased genes on autosomes as well as X-chromosomal genes that escape X inactivation. Together, the allele-specific resolution allowed us to unravel an MSL2 mediated safeguarding mechanism to promote biallelic gene expression of sexually dimorphic and dosage-sensitive genes in mammals.",Homo sapiens; Mus musculus,N/A
38030723,200183765,BlCa: MSL2 is an allelic dosage sensor in mammals,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Methylation profiling by high throughput sequencing,"Biallelic expression is important to ensure adequate mRNA levels as well as protect cells from deleterious heterozygous mutations. However, the factors determining biallelic expression at individual gene loci are unknown. Deletion of the MSL complex component MSL2 in hybrid mouse NPCs uncovers an unprecedented function for MSL2 in allelic regulation. While biallelically expressed in wildtype NPCs, a class of MSL2 targets switches from bi to monoallelic expression upon MSL2 loss. The silenced allele loses nascent transcription, accompanied by dramatic changes in local chromatin landscape such as monoallelic gain of H3K27me3 and DNA methylation. Meanwhile, active histone modifications, RNA POL II, BRD4 and KANSL3 are retained on the active allele. MSL2 targets include several sex-biased genes on autosomes as well as X-chromosomal genes that escape X inactivation. Together, the allele-specific resolution allowed us to unravel an MSL2 mediated safeguarding mechanism to promote biallelic gene expression of sexually dimorphic and dosage-sensitive genes in mammals.",Mus musculus,N/A
38030723,200183764,9sCa: MSL2 is an allelic dosage sensor in mammals,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Other; Methylation profiling by high throughput sequencing,"Biallelic expression is important to ensure adequate mRNA levels as well as protect cells from deleterious heterozygous mutations. However, the factors determining biallelic expression at individual gene loci are unknown. Deletion of the MSL complex component MSL2 in hybrid mouse NPCs uncovers an unprecedented function for MSL2 in allelic regulation. While biallelically expressed in wildtype NPCs, a class of MSL2 targets switches from bi to monoallelic expression upon MSL2 loss. The silenced allele loses nascent transcription, accompanied by dramatic changes in local chromatin landscape such as monoallelic gain of H3K27me3 and DNA methylation. Meanwhile, active histone modifications, RNA POL II, BRD4 and KANSL3 are retained on the active allele. MSL2 targets include several sex-biased genes on autosomes as well as X-chromosomal genes that escape X inactivation. Together, the allele-specific resolution allowed us to unravel an MSL2 mediated safeguarding mechanism to promote biallelic gene expression of sexually dimorphic and dosage-sensitive genes in mammals.",Mus musculus,N/A
38030723,200183556,MSL2 is an allelic dosage sensor in mammals,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Methylation profiling by high throughput sequencing; Other,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens; Mus musculus,N/A
30498128,200097693,Single-cell Multi-omics Sequencing and Analyses of Human Colorectal Cancer,Expression profiling by high throughput sequencing; Methylation profiling by high throughput sequencing,"Although genomic instability, epigenetic abnormality, and gene expression dysregulation are hallmarks of colorectal cancer, these features have not been simultaneously analyzed at single-cell resolution. Using optimized single-cell multi-omics sequencing together with multi-regional sampling of the primary tumor, lymphatic and distant metastases, we provide insights beyond intratumoral heterogeneity. Genome-wide DNA methylation levels were relatively consistent within a single genetic sub-lineage. The genome-wide DNA demethylation patterns of cancer cells were consistent in all 10 sequenced patients. Our work demonstrates the feasibility of reconstructing genetic lineages, and tracing their epigenomic and transcriptomic dynamics with single-cell multi-omics sequencing.",Homo sapiens,N/A
20485568,200015745,Abundant Quantitative Trait Loci for CpG Methylation and Expression Across Human Brain Tissues,Expression profiling by array; Non-coding RNA profiling by array; Methylation profiling by array,"A fundamental challenge in the post-genome era is to understand and annotate the consequences of genetic variation, particularly within the context of human tissues. We describe a set of integrated experiments designed to investigate the effects of common genetic variability on DNA methylation, mRNA expression and microRNA (miRNA) expression in four distinct human brain regions. We show that brain tissues may be readily distinguished based on methylation status or expression profile. We find an abundance of genetic cis regulation mRNA expression and show for the first time abundant quantitative trait loci for DNA CpG methylation. We observe that the largest magnitude effects occur across distinct brain regions. We believe these data, which we have made publicly available, will be useful in understanding the biological effects of genetic variation. Authorized Access data: Mapping of GEO sample accessions to dbGaP subject/sample IDs is available through dbGaP Authorized Access, see http://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000249.v1.p1",Homo sapiens,N/A
21613409,200028094,"A DNA Methylation Fingerprint of 1,628 Human Samples",Methylation profiling by array,"DNA methylation is the best characterized of the different layers that make up the epigenetic setting. Most of the studies characterizing DNA methylation patterns have been restricted to particular genomic loci in a limited number of human samples and pathological conditions. The recently arrived single-base-resolution technologies for DNA methylation are extremely helpful tools, but are not yet applicable and affordable for studying large groups of subjects. Herein, we present a compromise between an extremely comprehensive study of a human sample population with an intermediate level of resolution of CpGs at the genomic level. We obtained a DNA methylation fingerprint of 1,628 human samples where we interrogated 1,505 CpG sites. The DNA methylation patterns revealed show this epigenetic mark to be critical in tissue-type definition and stemness, particularly around transcription start sites that are not within a CpG island. For disease, the generated DNA methylation fingerprints show that, during tumorigenesis, human cancer cells underwent a progressive gain of promoter CpG island hypermethylation and a loss of CpG methylation in non-CpG island promoters. Although transformed cells are those where DNA methylation disruption is more obvious, we observed that other common human diseases, such as neurological and autoimmune disorders, had their own distinct DNA methylation profiles. Most importantly, we provide proof of principle that the obtained DNA methylation fingerprints might be useful for translational purposes by showing that are able to identify the tumor type origin of Cancers of Unknown Primary (CUPs). Thus, the DNA methylation patterns identified across the largest spectrum of samples, tissues and diseases reported to date constitute a baseline for developing higher-resolution DNA methylation maps, and provide important clues concerning the contribution of CpG methylation to tissue identity and its changes in the most prevalent human diseases.",Homo sapiens,N/A
31076851,200130051,Second-generation molecular subgrouping of medulloblastoma: an international meta-analysis of Group 3 and Group 4 subtypes,Methylation profiling by genome tiling array,"We undertook a meta-analysis based on DNA methylation patterns of Group3/4 subgroup medulloblastoma from three published studies, alongside additional unpublished tumours (total n=1501).",Homo sapiens,N/A
37169753,200210256,Methylation data from stored peripheral blood leukocytes from African American participants in the GENOA study,Methylation profiling by genome tiling array,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,N/A
37169753,200210255,Methylation data from stored peripheral blood leukocytes from African American participants in the GENOA study with Infinium HumanMethylationEPIC BeadChip,Methylation profiling by genome tiling array,African-American individuals of the GENOA study,Homo sapiens,N/A
37169753,200210254,Methylation data from stored peripheral blood leukocytes from African American participants in the GENOA study with Infinium HumanMethylation450 BeadChip,Methylation profiling by genome tiling array,African-American individuals of the GENOA study,Homo sapiens,N/A
39800688,200210256,Methylation data from stored peripheral blood leukocytes from African American participants in the GENOA study,Methylation profiling by genome tiling array,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,N/A
